Tree_ID,Address,Town,Tree_Species,Species_Desc,Common_Name,Age_Desc,Height,Spread,Trunk,Actual_Trunk,Condition,Latitude,Longitude
35036,"Strand Street, Skerries",Skerries,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,35cm,Good,53.57827557,-6.107597177
9132,"Seabury Park, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,32cm,Fair,53.45561361,-6.185256799
42200,"Estuary Road, Malahide",Malahide,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.45569794,-6.180482095
42304,"Estuary Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,25cm,Good,53.45282033,-6.183203744
242428,Corduff Park,Mulhuddart,MACRO,Cupressus macrocarpa,Monterey Cypress,Mature,> 20.1 metres,6 to 9 metres,over 61cm,77cm,Fair,53.39878884,-6.379616382
169900,"Hampton Cove, Balbriggan",Balbriggan,ULSP,Ulmus spp.,Elm,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.60575577,-6.166474243
170700,"Skerries Road, Balbriggan",Balbriggan,CRSP,Crataegus spp.,Hawthorn,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Good,53.60854617,-6.176643166
245800,"Milesian Grove, Swords",Swords East,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Fair to Good,53.45206959,-6.206479104
245808,"Milesian Grove, Swords",Swords East,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,30cm,Fair to Good,53.45232396,-6.20635216
25872,"Kelly Park, Lusk",Lusk,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,32cm,Good,53.52612281,-6.176108616
245208,"Willowbrook, Portrane",Donabate Portra,MACRO,Cupressus macrocarpa,Monterey Cypress,Over-Mature,> 20.1 metres,9 to 12 metres,over 61cm,94cm,Fair,53.49057494,-6.139262025
42404,"Estuary Road, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Mature,10.1- 15 metres,9 to 12 metres,31cm to 40cm,37cm,Good,53.45420014,-6.182181742
18724,"Oak Rise, Royal Oak",Santry,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,26cm,Fair to Good,53.40264361,-6.23777549
18764,"Oak Avenue, Royal Oak",Santry,PRSPA,Prunus serrulata,Japanese Cherry,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Fair,53.39840143,-6.238553485
118336,"Glenville Avenue, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,27cm,Good,53.3820916,-6.387424002
123256,"Moyclare Close, Baldoyle",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.39199597,-6.128708922
123276,"Moyclare Close, Baldoyle",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.39207112,-6.129237799
23740,"Dakota Avenue, Airways Industrial Estate",Santry,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,3 to 6 metres,21cm to 30cm,23cm,Fair,53.40699943,-6.235018565
246016,"Ardcian Park, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,6cm,Good,53.46419473,-6.239071057
246040,"Ardcian Park, Swords",Swords North,ACCA,Acer campestre,Field Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.46432129,-6.238927428
18044,"Milesian Avenue, Swords",Swords East,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Semi-Mature,10.1- 15 metres,3 to 6 metres,31cm to 40cm,32cm,Good,53.45127017,-6.204594483
242840,"Blanchardstown Road South, Blanchardstow",Blanchardstown,CRMON,Crataegus monogyna,Hawthorn,Semi-Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,11cm,Fair,53.38893278,-6.39443468
22388,"Santry Close, Santry",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,15cm,Fair to Good,53.40014811,-6.240664798
8204,"Beaverbrook, Donabate",Donabate Portra,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.49547191,-6.14670052
624496,"Seatown Rd, Swords",Swords North,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,30cm,Fair,53.45867662,-6.217703093
11624,"The Priory, Donabate",Donabate Portra,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.49197879,-6.135967576
25520,"Orlynn Park, Lusk",Lusk,ACSA,Acer saccharinum,Silver Maple,Mature,5.1-10 metres,6 to 9 metres,over 61cm,313cm,Good,53.52362094,-6.162518979
27368,"Tara Court, Balbriggan",Balbriggan,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,26cm,Good,53.60910783,-6.189940041
161060,"Duncarraig, Sutton",Sutton East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Fair,53.38035051,-6.096998373
195452,Malahide Demesne,Malahide,FREX,Fraxinus excelsior,Common Ash,Mature,15.1-20 metres,9 to 12 metres,over 61cm,79cm,Fair - Poor,53.4491536,-6.163442148
127116,"Lambourne Avenue, Blanchardstown",Blanchardstown,GTRIA,Gleditsia triacanthos 'Skyline',Honey-Locust,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.38283112,-6.416747064
58808,Parkview,Swords North,BEPE,Betula pendula,Silver Birch,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Dead,53.45942868,-6.253030843
27056,"Clonard Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.60642534,-6.186646504
326808,"The Moorings, Malahide",Malahide,TRKHA,Corylus colorna,Turkish hazel,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.44906641,-6.143982921
105624,"Brompton Court, Blanchardstown",Blanchardstown,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,38cm,Fair,53.38088161,-6.384451543
127160,"Lambourne Avenue, Blanchardstown",Blanchardstown,CABEF,Carpinus betulus 'Fastigiata',Hornbeam,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.3825635,-6.414241114
159444,"Offington Lawn, Sutton",Sutton East,TRKHA,Corylus colorna,Turkish hazel,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.38391544,-6.092993765
18524,"Oak Avenue, Royal Oak",Santry,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,9 to 12 metres,31cm to 40cm,33cm,Fair to Good,53.40013829,-6.23716758
118364,"Glenville Avenue, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.38316106,-6.386150402
25764,"Kelly Park, Lusk",Lusk,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.52627888,-6.174547848
160012,"Carrickbrack Heath, Sutton",Sutton East,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,14cm,Good,53.37917997,-6.098166481
17676,"Cianlea, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Fair,53.46468887,-6.241296433
24896,"Orlynn Park, Lusk",Lusk,CRMON,Crataegus monogyna,Hawthorn,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Poor,53.52226947,-6.164795659
260004,"Roselawn Road, Blanchardstown",Blanchardstown,AMELA,Amelanchier lamarchii,Serviceberry,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.38129079,-6.378883503
7584,"Ormond Drive, Swords",Swords North,ACCA,Acer campestre,Field Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.4620039,-6.246794796
58836,Parkview,Swords North,BEPE,Betula pendula,Silver Birch,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Fair to Good,53.45892641,-6.253856998
24908,"Orlynn Park, Lusk",Lusk,PRCEN,Prunus cerasifera 'Nigra',Myrobalan (Purple) Plum,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.52238243,-6.165510506
11308,"The Links, Donabate",Donabate Portra,FREX,Fraxinus excelsior,Common Ash,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.49043246,-6.140638698
632024,"Aspen Road, Kinsealy",Kinsealy,QURO,Quercus robur,Pedunculate (English) Oak,Veteran,10.1- 15 metres,6 to 9 metres,over 61cm,90cm,Poor,53.44769317,-6.196681857
21936,"Glasmore Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.46198065,-6.232397186
17884,"Cianlea, Swords",Swords North,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,Up to 3 metres,11cm to 20cm,15cm,Good,53.46750282,-6.240056744
22396,"Santry Close, Santry",Santry,TICOS,"Tilia cordata ""Street Wise""",Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,16cm,Fair to Good,53.3997855,-6.240925748
99296,"Bayside Walk, Sutton",Sutton East,ACPS,Acer pseudoplatanus,Sycamore,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,31cm,Fair - Poor,53.39130081,-6.138944531
141860,"Roselawn Crescent, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,32cm,Fair to Good,53.38424647,-6.384237666
195460,Malahide Demesne,Malahide,QUSP,Quercus spp.,Oak,Mature,5.1-10 metres,Up to 3 metres,41cm - 50cm,50cm,Dead,53.4490642,-6.163781845
26220,"Castleview Heights, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,14cm,Good,53.47377083,-6.237593547
12216,"The Strand, Donabate",Donabate Portra,ACPL,Acer platanoides,Norway Maple,Newly Planted,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.48418209,-6.148230262
12240,"The Strand, Donabate",Donabate Portra,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.48450815,-6.149735142
42108,"Gaybrook Lawns, Malahide",Malahide,MASP,Malus spp.,Crab apple,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Fair,53.4459833,-6.175159361
42496,"Temple Ville, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.61341462,-6.19310959
25280,"Orlynn Park, Lusk",Lusk,FROR,Fraxinus ornus,Manna Ash,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Fair - Poor,53.52135478,-6.165591728
25352,"Orlynn Park, Lusk",Lusk,FROR,Fraxinus ornus,Manna Ash,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Fair to Good,53.52141358,-6.166706533
25488,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,23cm,Good,53.52400421,-6.161263571
25736,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Good,53.52316817,-6.161533686
25744,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,13cm,Fair - Poor,53.52355669,-6.161198519
29084,"Ridgewood Avenue, Forrest Great",Swords South,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.44800523,-6.24941341
29088,"Ridgewood Avenue, Forrest Great",Swords South,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair to Good,53.44798912,-6.249288985
8448,"Fairways, Donabate",Donabate Portra,ACCA,Acer campestre,Field Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,3cm,Fair to Good,53.48717853,-6.147205447
8764,"Ormond Avenue, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.46212593,-6.246562243
8768,"Ormond Avenue, Swords",Swords North,ACCA,Acer campestre,Field Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.46200988,-6.246504539
624472,"Saint Columcille's Drive, Swords",Swords North,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,33cm,Good,53.4588256,-6.217757075
44412,"Seabury Meadows, Malahide",Malahide,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.45551004,-6.186448192
44448,"Seabury Meadows, Malahide",Malahide,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Good,53.4555881,-6.186316139
44456,"Seabury Meadows, Malahide",Malahide,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Good,53.45553971,-6.18587527
26584,"Naul Hill, Naul",North County,SOARI,Sorbus aria,Whitebeam,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.58193848,-6.287053524
161200,"Duncarraig, Sutton",Sutton East,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Fair to Good,53.38144365,-6.097716555
35060,"Strand Street, Skerries",Skerries,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Fair to Good,53.57894886,-6.1084868
601140,"Ashley Avenue, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,14cm,Good,53.45510284,-6.212292025
42204,"Estuary Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,3 to 6 metres,21cm to 30cm,26cm,Good,53.45564243,-6.180583686
42280,"Estuary Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,27cm,Good,53.45343824,-6.182644415
42296,"Estuary Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,28cm,Good,53.45309858,-6.182958362
45012,"Seabury Gardens, Malahide",Malahide,ACPLD,Acer platanoides 'Drummondii',Harlequin Maple,Semi-Mature,10.1- 15 metres,3 to 6 metres,21cm to 30cm,29cm,Good,53.45653023,-6.184366584
26472,"Naul Hill, Naul",North County,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,30cm,Good,53.58255935,-6.287056039
22632,"Saint Cronan's Lawn, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,26cm,Fair to Good,53.46123149,-6.240332848
23088,"Dakota Avenue, Airways Industrial Estate",Santry,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Poor,53.40561226,-6.233416606
23120,"Dakota Avenue, Airways Industrial Estate",Santry,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Poor,53.40571406,-6.233774043
169896,"Hampton Cove, Balbriggan",Balbriggan,ULSP,Ulmus spp.,Elm,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.60569904,-6.166489545
245804,"Milesian Grove, Swords",Swords East,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Fair to Good,53.45215218,-6.206425792
25860,"Kelly Park, Lusk",Lusk,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,28cm,Good,53.52612935,-6.175529995
161156,"Duncarraig, Sutton",Sutton East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,20cm,Fair to Good,53.38059499,-6.096782015
18200,"Charlestown Green, Saint Margaret's",Santry,ACCA,Acer campestre,Field Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Fair to Good,53.4040098,-6.298969816
624500,"Saint Columcille's Drive, Swords",Swords North,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Fair,53.45860979,-6.217747449
35024,"Strand Street, Skerries",Skerries,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Fair to Good,53.57780436,-6.107002493
9124,"Seabury Park, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,31cm,Good,53.45586444,-6.185157872
15436,"Berwick Avenue, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Fair,53.46296292,-6.249038347
25616,"Station Road, Lusk",Lusk,ACSA,Acer saccharinum,Silver Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,25cm,Good,53.52413339,-6.160321059
17688,"Cianlea, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Fair to Good,53.46510222,-6.242095521
19076,"Brookdale Drive, Swords",Swords South,SOARI,Sorbus aria,Whitebeam,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,11cm,Fair to Good,53.45303486,-6.246122687
19088,"Brookdale Drive, Swords",Swords South,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Fair to Good,53.45295063,-6.245618976
22392,"Santry Close, Santry",Santry,TICO,Tilia cordata,Small-Leafed Lime,Newly Planted,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Fair,53.39995901,-6.240711245
11632,"The Priory, Donabate",Donabate Portra,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.49198665,-6.135768628
25524,"Orlynn Park, Lusk",Lusk,ACSA,Acer saccharinum,Silver Maple,Mature,5.1-10 metres,6 to 9 metres,over 61cm,313cm,Good,53.52350097,-6.16262928
27036,"Clonard Court, Balbriggan",Balbriggan,ACSA,Acer saccharinum,Silver Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Fair to Good,53.60683044,-6.186232519
161620,"Saint Fintan's Crescent, Sutton",Sutton East,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Good,53.37770415,-6.09573339
18296,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.40438145,-6.297488409
8412,"Fairways, Donabate",Donabate Portra,TICO,Tilia cordata,Small-Leafed Lime,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,3cm,Good,53.48695355,-6.147410222
8428,"Fairways, Donabate",Donabate Portra,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,4cm,Good,53.48720911,-6.147340318
44416,"Seabury Meadows, Malahide",Malahide,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Good,53.4555353,-6.186667527
44812,"Seabury Vale, Malahide",Malahide,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,26cm,Good,53.45644115,-6.183632049
160108,"Carrickbrack Heath, Sutton",Sutton East,ACPL,Acer platanoides,Norway Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Dead,53.38243115,-6.098979207
35020,"Strand Street, Skerries",Skerries,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,28cm,Fair,53.57767252,-6.106848336
9160,"Seabury Park, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,30cm,Good,53.45467714,-6.185710318
42276,"Estuary Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,26cm,Good,53.45363293,-6.182465074
42416,"Estuary Road, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,9 to 12 metres,31cm to 40cm,39cm,Good,53.45443802,-6.181958396
25392,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,11cm,Good,53.52307448,-6.160578688
26960,"Clonard Court, Balbriggan",Balbriggan,PRSPA,Prunus serrulata,Japanese Cherry,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.60707571,-6.188737867
27184,"Tara Court, Balbriggan",Balbriggan,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Fair,53.6082494,-6.190402873
27260,"Tara Court, Balbriggan",Balbriggan,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Fair to Good,53.60860731,-6.190717713
160888,"Carrickbrack Lawn, Sutton",Sutton East,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,17cm,Good,53.37820759,-6.099787217
34672,"Downside Park, Skerries",Skerries,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Fair,53.56864908,-6.103533081
16236,"Swords Manor Crescent, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,30cm,Fair to Good,53.46255476,-6.243560852
23464,"Constellation Road, Airways Industrial E",Santry,SOXTF,Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Fair - Poor,53.40618542,-6.236632465
23468,"Constellation Road, Airways Industrial E",Santry,SOXTF,Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Fair - Poor,53.40624082,-6.236593329
29108,"Ridgewood Avenue, Forrest Great",Swords South,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.44789179,-6.248565646
36008,"The Heights, Melrose Park",Kinsealy,TISP,Tilia spp.,Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,28cm,Fair,53.44507384,-6.202632191
36012,"The Heights, Melrose Park",Kinsealy,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Fair,53.44505848,-6.202853348
16216,"Swords Manor Crescent, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,26cm,Fair to Good,53.46240722,-6.242480678
27160,"Tara Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.60895964,-6.190153089
27272,"Tara Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Fair to Good,53.60876744,-6.19136573
27276,"Tara Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,27cm,Good,53.60873415,-6.191558899
27280,"Tara Court, Balbriggan",Balbriggan,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Fair,53.60846484,-6.191594438
27300,"Tara Court, Balbriggan",Balbriggan,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,12cm,Fair - Poor,53.60820123,-6.191644389
161640,"Saint Fintan's Crescent, Sutton",Sutton East,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Dead,53.37796998,-6.094608075
23448,"Constellation Road, Airways Industrial E",Santry,SOXTF,Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair,53.40611295,-6.236477565
8700,"Fairways, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,5cm,Poor,53.48686027,-6.147763686
9052,"Seabury Park, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,23cm,Good,53.45590703,-6.185293964
25868,"Kelly Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.52612468,-6.175942498
25876,"Kelly Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,23cm,Good,53.52615305,-6.176364892
17488,"Valley View, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,29cm,Fair to Good,53.4608826,-6.242104616
