Tree_ID,Address,Town,Tree_Species,Species_Desc,Common_Name,Age_Desc,Height,Spread,Trunk,Actual_Trunk,Condition,Latitude,Longitude
27092,"Clonard Court, Balbriggan",Balbriggan,ACSA,Acer saccharinum,Silver Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.60632545,-6.186423847
29144,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Fair - Poor,53.44746544,-6.247612913
29160,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44769533,-6.248257629
29400,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.4456057,-6.246236098
246560,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.40430885,-6.291646081
18012,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.40435336,-6.298600023
18016,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.40434968,-6.298486339
3660,"Turvey Avenue, Donabate",Donabate Portra,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Fair to Good,53.4875028,-6.159071259
1496,"Turvey Drive, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,13cm,Fair,53.48679922,-6.156067022
41804,"Auburn Grove, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,29cm,Good,53.44514928,-6.17514034
3676,"Turvey Avenue, Donabate",Donabate Portra,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Fair,53.48727238,-6.158580724
4024,"Glen Ellan Avenue, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Fair to Good,53.46740993,-6.228285806
4276,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Fair to Good,53.46817959,-6.227892147
4280,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,18cm,Fair to Good,53.46808563,-6.22784004
48,"Churchfield Close, Skerries",Skerries,PRUSP,Prunus spp.,Cherry,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,30cm,Good,53.57310528,-6.106197533
6052,"Glen Ellan Gardens, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.46793303,-6.236118431
26880,"Tara Cove, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Good,53.60666523,-6.190026432
28408,"Ridgewood Close, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44802696,-6.247966254
27232,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.4707398,-6.23655546
29164,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.4477366,-6.248375297
29260,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44638871,-6.247648075
629620,"Briarwood Avenue, Blanchardstown",Huntstown,AMELA,Amelanchier lamarchii,Serviceberry,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.39844964,-6.406122898
18244,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,25cm,Fair to Good,53.4519835,-6.206802183
18260,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,26cm,Fair to Good,53.45194174,-6.207240965
3648,"Turvey Avenue, Donabate",Donabate Portra,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Fair to Good,53.48758044,-6.159258039
34156,"Shenick Avenue, Skerries",Skerries,PRUSP,Prunus spp.,Cherry,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Fair,53.57190295,-6.105335961
1500,"Turvey Drive, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,13cm,Fair - Poor,53.48667573,-6.156165041
1508,"Turvey Drive, Donabate",Donabate Portra,SOIN,Sorbus intermedia,Swedish Whitebeam,Young,5.1-10 metres,6 to 9 metres,21cm to 30cm,27cm,Poor,53.48668593,-6.15598169
6028,"Glen Ellan Gardens, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.46735099,-6.235594409
7044,"Barnewall Cresent, Donabate",Donabate Portra,PYCA,Pyrus calleryana,Pear,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Dead,53.49214207,-6.14984038
41812,"Auburn Grove, Malahide",Malahide,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,27cm,Good,53.44496302,-6.175153747
197004,Gartan Court,Swords East,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Fair - Poor,53.46479303,-6.206026813
3688,"Turvey Avenue, Donabate",Donabate Portra,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Fair to Good,53.48717572,-6.158337818
4048,"Glen Ellan Avenue, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Good,53.46742002,-6.227070528
4260,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Newly Planted,5.1-10 metres,3 to 6 metres,1cm - 10cm,10cm,Good,53.4682579,-6.228822144
4464,"Glen Ellan Drive, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Fair,53.46675601,-6.228388351
233200,"Broadway Grove, Blanchardstown",Blanchardstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Good,53.38693391,-6.389916684
26888,"Tara Cove, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair - Poor,53.6068858,-6.190029837
27340,"Tara Court, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Mature,10.1- 15 metres,9 to 12 metres,31cm to 40cm,38cm,Good,53.60888593,-6.190572977
28200,"Ridgewood Place, Swords",Swords South,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.44785451,-6.250503549
27088,"Clonard Court, Balbriggan",Balbriggan,ACSA,Acer saccharinum,Silver Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Fair to Good,53.60634401,-6.18670529
27224,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.47080464,-6.236863474
29008,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.44822631,-6.250653691
29060,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Fair,53.44814564,-6.250238392
29176,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44780095,-6.248652024
29280,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44702193,-6.247664294
29288,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44715215,-6.247566961
246524,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Fair to Good,53.40472303,-6.291804362
18024,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.40434001,-6.298268236
3664,"Turvey Avenue, Donabate",Donabate Portra,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Fair to Good,53.48747691,-6.159006539
1488,"Turvey Drive, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,15cm,Fair,53.48695377,-6.155996883
5004,"Glen Ellan Crescent, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,8cm,Good,53.46738676,-6.229644092
5208,"Glen Ellan Green, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,3 to 6 metres,1cm - 10cm,8cm,Fair to Good,53.46782882,-6.232607211
41220,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.4480143,-6.182036453
41260,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.44815602,-6.180615576
4232,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.4679487,-6.227992882
4244,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.46812398,-6.227972173
15488,"Berwick Avenue, Swords",Swords North,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Fair,53.46073155,-6.249396729
17740,"Cianlea, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.46542956,-6.241984557
27204,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.4710879,-6.237620132
29000,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair,53.44824943,-6.250741101
29252,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.44632498,-6.247487234
29380,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44588655,-6.246691283
13804,"Abbeyvale Green, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Good,53.45980971,-6.251822539
246504,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair,53.40500381,-6.291940172
17416,"Valley View, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,Up to 5 metres,3 to 6 metres,21cm to 30cm,21cm,Fair to Good,53.46192441,-6.241638733
18264,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,26cm,Fair to Good,53.45184601,-6.207221063
18280,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,27cm,Fair to Good,53.45187311,-6.206841611
3652,"Turvey Avenue, Donabate",Donabate Portra,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Fair to Good,53.48754521,-6.159147166
3656,"Turvey Avenue, Donabate",Donabate Portra,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Fair to Good,53.48752771,-6.159113121
1400,"Turvey Drive, Donabate",Donabate Portra,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair - Poor,53.48908228,-6.155877675
1516,"Turvey Drive, Donabate",Donabate Portra,SOIN,Sorbus intermedia,Swedish Whitebeam,Young,5.1-10 metres,6 to 9 metres,21cm to 30cm,30cm,Fair,53.48679152,-6.155940646
3204,"Beverton Close, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.48905357,-6.160310406
3900,"Hazelwood, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.49037522,-6.150096188
3908,"Hazelwood, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.49064047,-6.150077706
6016,"Glen Ellan Gardens, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Fair to Good,53.46756189,-6.235047125
41236,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.44796593,-6.18130906
2232,"Beverton Lawn, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,1cm - 10cm,10cm,Good,53.49100429,-6.155457163
3696,"Turvey Avenue, Donabate",Donabate Portra,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,1cm - 10cm,8cm,Fair,53.48701091,-6.157842035
4028,"Glen Ellan Avenue, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.46736656,-6.228063828
27236,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Good,53.47069844,-6.236432172
29056,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Fair,53.44816469,-6.250342376
18256,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,30cm,Fair to Good,53.4519477,-6.207123141
228424,"Oaktree Avenue, Castleknock",Carpenterstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,35cm,Fair to Good,53.37744197,-6.3799257
1480,"Turvey Drive, Donabate",Donabate Portra,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,6 to 9 metres,21cm to 30cm,27cm,Fair to Good,53.48712377,-6.155989505
3220,"Beverton Close, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Fair,53.48887862,-6.160211908
3896,"Hazelwood, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Good,53.49024957,-6.150106331
3904,"Hazelwood, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.49050647,-6.150088212
7048,"Barnewall Cresent, Donabate",Donabate Portra,PYCA,Pyrus calleryana,Pear,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.49182929,-6.148363733
26896,"Tara Cove, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Fair to Good,53.60700432,-6.190035795
27244,"Tara Court, Balbriggan",Balbriggan,ACPL,Acer platanoides,Norway Maple,Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,27cm,Good,53.60803379,-6.190436121
28412,"Ridgewood Close, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44814365,-6.247921108
28416,"Ridgewood Close, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44823301,-6.247880549
171520,"Lambeecher, Balbriggan",Balbriggan,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,32cm,Fair,53.61361301,-6.188373262
48020,"Seabury Drive, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Good,53.45442923,-6.177785644
48608,"Old Yellow Walls Road, Malahide",Malahide,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Fair,53.45562804,-6.180158079
28732,"Ridgewood Park, Swords",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.44760203,-6.246890336
17492,"Valley View, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,31cm,Fair to Good,53.46076237,-6.242135333
2040,"Beverton Green, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,9cm,Fair to Good,53.49137762,-6.157293898
20008,"Brookdale Road, Swords",Swords South,PRSPA,Prunus serrulata,Japanese Cherry,Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,36cm,Fair,53.4548023,-6.248453509
20028,"Brookdale Road, Swords",Swords South,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Fair to Good,53.45398986,-6.248630283
28204,"Ridgewood Place, Swords",Swords South,ACPS,Acer pseudoplatanus,Sycamore,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Good,53.44777947,-6.250545471
29016,"Ridgewood Avenue, Forrest Great",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.44820268,-6.250537101
246528,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,1cm - 10cm,10cm,Fair to Good,53.40468166,-6.2917576
17408,"Valley View, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,18cm,Fair,53.46143103,-6.241806244
18032,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.4044005,-6.29805485
18276,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,29cm,Fair to Good,53.4518653,-6.20696147
3216,"Beverton Close, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Fair to Good,53.48891469,-6.160389196
3892,"Hazelwood, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.49011579,-6.15013069
7056,"Barnewall Cresent, Donabate",Donabate Portra,PYCA,Pyrus calleryana,Pear,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.49187083,-6.148637826
41216,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.44802336,-6.182129845
41248,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.44794849,-6.180960731
41256,"Talbot Avenue, Malahide",Malahide,TISP,Tilia spp.,Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,20cm,Good,53.44813561,-6.180785493
3684,"Turvey Avenue, Donabate",Donabate Portra,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair to Good,53.48719645,-6.158388147
4228,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,Up to 3 metres,11cm to 20cm,13cm,Good,53.467896,-6.228044474
4252,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.46824827,-6.228494089
15476,"Berwick Avenue, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Poor,53.46137509,-6.24930233
41608,"Abington, Malahide",Malahide,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44704794,-6.180609221
41632,"Abington, Malahide",Malahide,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Good,53.4473526,-6.180375673
41644,"Abington, Malahide",Malahide,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44751419,-6.180253007
41656,"Abington, Malahide",Malahide,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44778048,-6.180019289
3884,"Hazelwood, Donabate",Donabate Portra,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.48985762,-6.150177191
27208,"Castleview Row, Swords",Swords North,ACCA,Acer campestre,Field Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.47105306,-6.237566454
29128,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44762755,-6.24774773
29268,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44670897,-6.247868195
29272,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44688202,-6.24777482
29276,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.44695672,-6.247709126
29368,"Ridgewood Avenue, Forrest Great",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44619596,-6.246919216
13824,"Abbeyvale Green, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,16cm,Good,53.4597766,-6.250757877
16408,"Swords Manor Grove, Swords",Swords North,ACCA,Acer campestre,Field Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Fair to Good,53.46029792,-6.243817731
246572,"Lanesborough Grove, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,10cm,Good,53.40345268,-6.291578451
18020,"Charlestown Drive, Saint Margaret's",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,12cm,Fair to Good,53.40434424,-6.298407612
18252,"Milesian Grove, Swords",Swords East,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.45200912,-6.206688799
1492,"Turvey Drive, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,17cm,Fair,53.48688438,-6.156024303
3212,"Beverton Close, Donabate",Donabate Portra,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Fair to Good,53.4889304,-6.160533615
4236,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,Up to 3 metres,11cm to 20cm,19cm,Fair,53.46800448,-6.227966762
4272,"Glen Ellan Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair to Good,53.46838881,-6.229269242
28432,"Ridgewood Close, Swords",Swords South,ACPL,Acer platanoides,Norway Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Poor,53.44825685,-6.24755804
29524,"Ridgewood Avenue, Forrest Great",Swords South,TISP,Tilia spp.,Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.44543862,-6.245243546
