Monastery,Latitude,Longitude,City,Country,Administrative Region,Historical Region,Starting,Ending,Monastery_index
Franciscans,42.45,13.92,Penne,Italy,Abruzzo,ABRUZZO - MOLISE,1420,2011,1
Franciscans,42.23,14.12,Roccamontepiano,Italy,Abruzzo,ABRUZZO - MOLISE,1421,2011,1
Franciscans,42.35,14.4,Ortona,Italy,Abruzzo,ABRUZZO - MOLISE,1422,2011,1
Franciscans,42.42,14.28,Francavilla al Mare,Italy,Abruzzo,ABRUZZO - MOLISE,1430,2011,1
Franciscans,42.07,14.45,atessa,Italy,Abruzzo,ABRUZZO - MOLISE,1430,2011,1
Franciscans,42.22,14.38,Lanciano,Italy,Abruzzo,ABRUZZO - MOLISE,1430,2011,1
Franciscans,42.12,14.7,Vasto,Italy,Abruzzo,ABRUZZO - MOLISE,1440,2011,1
Franciscans,42.05,13.92,Sulmona,Italy,Abruzzo,ABRUZZO - MOLISE,1443,2011,1
Franciscans,41.98,14.98,Termoli,Italy,Molise,ABRUZZO - MOLISE,1445,2011,1
Franciscans,42.27,13.77,capestrano,Italy,Abruzzo,ABRUZZO - MOLISE,1447,2011,1
Franciscans,42.65,13.7,Teramo,Italy,Abruzzo,ABRUZZO - MOLISE,1448,2011,1
Franciscans,42.57,13.97,atri,Italy,Abruzzo,ABRUZZO - MOLISE,1448,2011,1
Franciscans,42.72,13.68,campli,Italy,Abruzzo,ABRUZZO - MOLISE,1448,2011,1
Franciscans,42.15,14.0,caramanico,Italy,Abruzzo,ABRUZZO - MOLISE,1448,2011,1
Franciscans,42.22,14.27,Orsogna,Italy,Abruzzo,ABRUZZO - MOLISE,1448,2011,1
Franciscans,41.9,14.92,Guglionesi,Italy,Molise,ABRUZZO - MOLISE,1452,2011,1
Franciscans,42.35,13.4,aquila,Italy,Abruzzo,ABRUZZO - MOLISE,1454,2011,1
Franciscans,42.08,13.53,celano,Italy,Abruzzo,ABRUZZO - MOLISE,1455,2011,1
Franciscans,42.42,13.32,arischia,Italy,Abruzzo,ABRUZZO - MOLISE,1460,2011,1
Franciscans,42.77,13.67,civitella del tronto,Italy,Abruzzo,ABRUZZO - MOLISE,1470,2011,1
Franciscans,41.55,14.67,campobasso,Italy,Molise,ABRUZZO - MOLISE,1476,2011,1
Franciscans,41.87,15.0,S. Martino in Pensilis,Italy,Molise,ABRUZZO - MOLISE,1490,2011,1
Franciscans,42.45,13.92,ardengel,Italy,Abruzzo,ABRUZZO - MOLISE,1497,2011,1
Franciscans,41.97,14.57,S. Buono,Italy,Abruzzo,ABRUZZO - MOLISE,1500,2011,1
Franciscans,42.53,13.65,Tossicia,Italy,Abruzzo,ABRUZZO - MOLISE,1501,2011,1
Franciscans,42.08,14.65,Monteodorisio,Italy,Abruzzo,ABRUZZO - MOLISE,1506,2011,1
Franciscans,42.42,13.3,Pizzoli,Italy,Abruzzo,ABRUZZO - MOLISE,1506,2011,1
Franciscans,41.6,14.23,Isernia,Italy,Molise,ABRUZZO - MOLISE,1506,2011,1
Franciscans,42.35,14.4,Ortona a Mare,Italy,Abruzzo,ABRUZZO - MOLISE,1508,2011,1
Franciscans,41.8,14.37,Agnone,Italy,Molise,ABRUZZO - MOLISE,1510,2011,1
Franciscans,38.1,15.65,Reggio Calabria,Italy,Calabria,CALABRIA,1216,2011,1
Franciscans,39.3,16.25,cosenza,Italy,Calabria,CALABRIA,1217,2011,1
Franciscans,39.6,16.52,corigliano,Italy,Calabria,CALABRIA,1220,2011,1
Franciscans,39.57,16.62,Rossano,Italy,Calabria,CALABRIA,1220,2011,1
Franciscans,39.82,16.2,castrovillari,Italy,Calabria,CALABRIA,1221,2011,1
Franciscans,39.5,16.27,bisignano,Italy,Calabria,CALABRIA,1223,2011,1
Franciscans,38.97,16.32,Nicastro,Italy,Calabria,CALABRIA,1224,2011,1
Franciscans,38.67,16.02,S. Marco,Italy,Calabria,CALABRIA,1224,2011,1
Franciscans,38.27,16.22,Gerace,Italy,Calabria,CALABRIA,1252,2011,1
Franciscans,38.88,16.6,catanzaro,Italy,Calabria,CALABRIA,1252,2011,1
Franciscans,38.67,16.08,Monteleone,Italy,Calabria,CALABRIA,1279,2011,1
Franciscans,38.67,15.88,Tropeia,Italy,Calabria,CALABRIA,1296,2011,1
Franciscans,38.1,15.65,S. Nocito,Italy,Calabria,CALABRIA,1300,2011,1
Franciscans,38.55,15.93,Nicoterra,Italy,Calabria,CALABRIA,1308,2011,1
Franciscans,39.12,16.07,amantea,Italy,Calabria,CALABRIA,1343,2011,1
Franciscans,39.07,16.25,Martirano,Italy,Calabria,CALABRIA,1343,2011,1
Franciscans,39.8,15.8,Scalea,Italy,Calabria,CALABRIA,1343,2011,1
Franciscans,38.32,15.87,Seminara,Italy,Calabria,CALABRIA,1343,2011,1
Franciscans,38.77,16.5,Squillace,Italy,Calabria,CALABRIA,1343,2011,1
Franciscans,38.42,16.47,Stignano,Italy,Calabria,CALABRIA,1343,2011,1
Franciscans,39.37,17.05,ciro,Italy,Calabria,CALABRIA,1362,2011,1
Franciscans,39.08,17.12,ipsigro,Italy,Calabria,CALABRIA,1363,2011,1
Franciscans,38.48,16.07,borello,Italy,Calabria,CALABRIA,1363,2011,1
Franciscans,38.67,16.08,burello,Italy,Calabria,CALABRIA,1363,2011,1
Franciscans,39.3,16.05,S. Lucido,Italy,Calabria,CALABRIA,1363,2011,1
Franciscans,38.6,16.07,Mileto,Italy,Calabria,CALABRIA,1402,2011,1
Franciscans,39.07,16.78,Mesoraca,Italy,Calabria,CALABRIA,1419,2011,1
Franciscans,38.67,15.88,Tropeia,Italy,Calabria,CALABRIA,1421,2011,1
Franciscans,38.85,16.35,Maida,Italy,Calabria,CALABRIA,1426,2011,1
Franciscans,39.3,16.05,S. Lucido,Italy,Calabria,CALABRIA,1426,2011,1
Franciscans,39.13,16.3,Scigliano,Italy,Calabria,CALABRIA,1426,2011,1
Franciscans,39.67,16.3,spezzano,Italy,Calabria,CALABRIA,1427,2011,1
Franciscans,39.3,16.25,cosenza,Italy,Calabria,CALABRIA,1429,2011,1
Franciscans,39.1,16.78,Policastro,Italy,Calabria,CALABRIA,1431,2011,1
Franciscans,39.12,16.07,amantea,Italy,Calabria,CALABRIA,1436,2011,1
Franciscans,38.55,16.2,arena,Italy,Calabria,CALABRIA,1436,2011,1
Franciscans,38.42,16.07,cinquefrondi,Italy,Calabria,CALABRIA,1436,2011,1
Franciscans,38.32,15.87,Seminara,Italy,Calabria,CALABRIA,1436,2011,1
Franciscans,39.48,16.95,cariati,Italy,Calabria,CALABRIA,1442,2011,1
Franciscans,39.65,16.33,Terranova,Italy,Calabria,CALABRIA,1444,2011,1
Franciscans,39.13,16.3,Scigliano,Italy,Calabria,CALABRIA,1450,2011,1
Franciscans,39.13,16.3,Luciorum,Italy,Calabria,CALABRIA,1452,2011,1
Franciscans,38.42,16.42,Morano,Italy,Calabria,CALABRIA,1452,2011,1
Franciscans,39.02,16.57,Taverna,Italy,Calabria,CALABRIA,1453,2011,1
Franciscans,39.52,15.93,cetraro,Italy,Calabria,CALABRIA,1454,2011,1
Franciscans,39.62,15.87,citrario,Italy,Calabria,CALABRIA,1454,2011,1
Franciscans,38.37,15.97,S. Martino della Fortezza,Italy,Calabria,CALABRIA,1454,2011,1
Franciscans,38.88,16.6,catanzaro,Italy,Calabria,CALABRIA,1457,2011,1
Franciscans,38.77,16.5,Squillace,Italy,Calabria,CALABRIA,1459,2011,1
Franciscans,39.4,16.82,Campana,Italy,Calabria,CALABRIA,1467,2011,1
Franciscans,38.73,16.17,Pizzo di Calabria,Italy,Calabria,CALABRIA,1474,2011,1
Franciscans,39.27,17.05,Strongoli,Italy,Calabria,CALABRIA,1475,2011,1
Franciscans,38.25,15.87,Sinopoli,Italy,Calabria,CALABRIA,1485,2011,1
Franciscans,39.22,16.07,Fiumefreddo,Italy,Calabria,CALABRIA,1487,2011,1
Franciscans,38.67,15.88,Tropeia,Italy,Calabria,CALABRIA,1506,2011,1
Franciscans,38.15,16.17,bovalino,Italy,Calabria,CALABRIA,1506,2011,1
Franciscans,39.25,16.95,casabona,Italy,Calabria,CALABRIA,1506,2011,1
Franciscans,39.08,17.12,cotrone,Italy,Calabria,CALABRIA,1226,2011,1
Franciscans,39.08,17.12,cotrone,Italy,Calabria,CALABRIA,1506,2011,1
Franciscans,39.85,15.87,Isola,Italy,Calabria,CALABRIA,1506,2011,1
Franciscans,38.55,15.93,Nicoterra (S.M. de Gratia),Italy,Calabria,CALABRIA,1506,2011,1
Franciscans,40.35,15.0,Agropoli,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,40.62,14.6,amalfi,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,41.12,14.92,apice,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,41.1,14.22,capua,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,41.18,13.97,carinola,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,41.03,14.37,Maddaloni,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,41.03,15.0,Mirabella,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,40.83,15.02,Montella,Italy,Campania,CAMPANIA - BASILICATA,1222,2011,1
Franciscans,40.73,13.95,Ischia,Italy,Campania,CAMPANIA - BASILICATA,1225,2011,1
Franciscans,40.75,16.23,Montepeloso-Irsina,Italy,Basilicata,CAMPANIA - BASILICATA,1228,2011,1
Franciscans,40.6,15.05,Eboli,Italy,Campania,CAMPANIA - BASILICATA,1233,2011,1
Franciscans,41.0,15.65,Melfi,Italy,Basilicata,CAMPANIA - BASILICATA,1234,2011,1
Franciscans,40.82,14.25,Naples (S.Laurence),Italy,Campania,CAMPANIA - BASILICATA,1234,2011,1
Franciscans,40.67,14.77,Salerno,Italy,Campania,CAMPANIA - BASILICATA,1238,2011,1
Franciscans,41.12,14.78,benevento,Italy,Campania,CAMPANIA - BASILICATA,1243,2011,1
Franciscans,40.63,15.8,Potenza,Italy,Basilicata,CAMPANIA - BASILICATA,1266,2011,1
Franciscans,41.08,14.5,S. Agata,Italy,Campania,CAMPANIA - BASILICATA,1267,2011,1
Franciscans,40.82,14.25,Naples (S.M. ad Palatium),Italy,Campania,CAMPANIA - BASILICATA,1275,2011,1
Franciscans,41.4,13.98,Mignano,Italy,Campania,CAMPANIA - BASILICATA,1292,2011,1
Franciscans,40.9,14.78,avellino,Italy,Campania,CAMPANIA - BASILICATA,1300,2011,1
Franciscans,40.62,16.15,Tricarico,Italy,Basilicata,CAMPANIA - BASILICATA,1314,2011,1
Franciscans,41.32,14.32,Alife,Italy,Campania,CAMPANIA - BASILICATA,1315,2011,1
Franciscans,40.82,14.25,Naples (S. Clare),Italy,Campania,CAMPANIA - BASILICATA,1317,2011,1
Franciscans,40.15,16.28,Senise,Italy,Basilicata,CAMPANIA - BASILICATA,1319,2011,1
Franciscans,40.07,15.35,S. Severino,Italy,Campania,CAMPANIA - BASILICATA,1319,2011,1
Franciscans,40.82,14.25,Naples (S. Donna Regina),Italy,Campania,CAMPANIA - BASILICATA,1323,2011,1
Franciscans,40.97,14.2,aversa,Italy,Campania,CAMPANIA - BASILICATA,1326,2011,1
Franciscans,40.17,15.3,cuccaro veterr,Italy,Campania,CAMPANIA - BASILICATA,1329,2011,1
Franciscans,40.82,14.25,Naples (S. Aegiptiana),Italy,Campania,CAMPANIA - BASILICATA,1335,2011,1
Franciscans,41.05,14.27,Portico,Italy,Campania,CAMPANIA - BASILICATA,1337,2011,1
Franciscans,40.82,14.25,Naples (S. Cross),Italy,Campania,CAMPANIA - BASILICATA,1338,2011,1
Franciscans,41.07,14.63,Montesarchio,Italy,Campania,CAMPANIA - BASILICATA,1339,2011,1
Franciscans,40.82,14.25,Naples (S.M. Magdalena),Italy,Campania,CAMPANIA - BASILICATA,1342,2011,1
Franciscans,40.95,15.8,Venosa,Italy,Basilicata,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.42,15.72,Marsico,Italy,Basilicata,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.67,16.6,Matera,Italy,Basilicata,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.75,15.48,Muro,Italy,Basilicata,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.37,15.57,Diano,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.72,14.93,Giffoni,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,41.25,14.07,Teano,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,41.15,15.08,ariano,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.55,15.42,auletta,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.72,14.48,castellamare,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.9,14.2,ceperano,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,41.27,14.55,cerreto,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,41.03,14.85,Montefusco,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.92,14.52,Nola,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.7,14.97,Rovella,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.8,14.62,Sarno,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,41.23,13.92,Sessa Aurunca,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.62,14.37,Sorrento,Italy,Campania,CAMPANIA - BASILICATA,1343,2011,1
Franciscans,40.82,14.1,Pozzuoli,Italy,Campania,CAMPANIA - BASILICATA,1348,2011,1
Franciscans,40.77,14.75,Mercato San Severino,Italy,Campania,CAMPANIA - BASILICATA,1358,2011,1
Franciscans,40.55,14.23,capri,Italy,Campania,CAMPANIA - BASILICATA,1367,2011,1
Franciscans,40.67,15.1,campagna,Italy,Campania,CAMPANIA - BASILICATA,1368,2011,1
Franciscans,40.33,15.65,Padula,Italy,Campania,CAMPANIA - BASILICATA,1380,2011,1
Franciscans,41.27,13.87,Lauro,Italy,Campania,CAMPANIA - BASILICATA,1383,2011,1
Franciscans,40.65,14.63,Maiori,Italy,Campania,CAMPANIA - BASILICATA,1405,2011,1
Franciscans,40.67,14.77,Salerno,Italy,Campania,CAMPANIA - BASILICATA,1407,2011,1
Franciscans,41.0,15.37,bisaccia,Italy,Campania,CAMPANIA - BASILICATA,1412,2011,1
Franciscans,40.3,15.05,cilento,Italy,Campania,CAMPANIA - BASILICATA,1417,2011,1
Franciscans,41.1,14.22,capua,Italy,Campania,CAMPANIA - BASILICATA,1420,2011,1
Franciscans,40.82,14.25,Naples (S. Trinity),Italy,Campania,CAMPANIA - BASILICATA,1420,2011,1
Franciscans,40.97,14.2,aversa,Italy,Campania,CAMPANIA - BASILICATA,1425,2011,1
Franciscans,40.3,15.03,Laureana Cilento,Italy,Campania,CAMPANIA - BASILICATA,1426,2011,1
Franciscans,41.25,14.07,Teano,Italy,Campania,CAMPANIA - BASILICATA,1427,2011,1
Franciscans,41.12,14.78,benevento,Italy,Campania,CAMPANIA - BASILICATA,1427,2011,1
Franciscans,41.23,13.92,Sessa Aurunca,Italy,Campania,CAMPANIA - BASILICATA,1433,2011,1
Franciscans,40.52,15.12,Altavilla Silentina,Italy,Campania,CAMPANIA - BASILICATA,1435,2011,1
Franciscans,40.92,14.52,Nola,Italy,Campania,CAMPANIA - BASILICATA,1436,2011,1
Franciscans,40.57,16.5,Miglionico,Italy,Basilicata,CAMPANIA - BASILICATA,1439,2011,1
Franciscans,41.0,15.65,Melfi,Italy,Basilicata,CAMPANIA - BASILICATA,1441,2011,1
Franciscans,40.0,15.98,castellucio,Italy,Basilicata,CAMPANIA - BASILICATA,1444,2011,1
Franciscans,41.28,13.97,Roccamonfina,Italy,Campania,CAMPANIA - BASILICATA,1448,2011,1
Franciscans,41.27,14.3,Dragoni,Italy,Campania,CAMPANIA - BASILICATA,1449,2011,1
Franciscans,41.1,13.88,Tragoni,Italy,Campania,CAMPANIA - BASILICATA,1449,2011,1
Franciscans,40.75,14.77,baronissi,Italy,Campania,CAMPANIA - BASILICATA,1449,2011,1
Franciscans,40.92,14.45,Marigliano,Italy,Campania,CAMPANIA - BASILICATA,1450,2011,1
Franciscans,40.87,15.65,atella,Italy,Basilicata,CAMPANIA - BASILICATA,1453,2011,1
Franciscans,40.62,14.95,bellizzi,Italy,Campania,CAMPANIA - BASILICATA,1453,2011,1
Franciscans,41.35,14.8,Spineto,Italy,Campania,CAMPANIA - BASILICATA,1454,2011,1
Franciscans,41.42,14.2,Prata Sannita,Italy,Campania,CAMPANIA - BASILICATA,1460,2011,1
Franciscans,40.98,14.85,Pratola Serra,Italy,Campania,CAMPANIA - BASILICATA,1460,2011,1
Franciscans,41.3,14.43,Gioia,Italy,Campania,CAMPANIA - BASILICATA,1466,2011,1
Franciscans,41.32,14.32,Alife,Italy,Campania,CAMPANIA - BASILICATA,1467,2011,1
Franciscans,40.87,14.4,S. Anastasia,Italy,Campania,CAMPANIA - BASILICATA,1469,2011,1
Franciscans,40.12,16.2,chiaromonte,Italy,Basilicata,CAMPANIA - BASILICATA,1472,2011,1
Franciscans,40.82,14.1,Pozzuoli,Italy,Campania,CAMPANIA - BASILICATA,1472,2011,1
Franciscans,40.52,16.05,Orsolo,Italy,Basilicata,CAMPANIA - BASILICATA,1474,2011,1
Franciscans,40.52,16.05,Pietrapertosa,Italy,Basilicata,CAMPANIA - BASILICATA,1474,2011,1
Franciscans,40.37,15.57,Diano,Italy,Campania,CAMPANIA - BASILICATA,1474,2011,1
Franciscans,40.68,14.63,Tramonti,Italy,Campania,CAMPANIA - BASILICATA,1474,2011,1
Franciscans,40.4,16.22,Stigliano,Italy,Basilicata,CAMPANIA - BASILICATA,1475,2011,1
Franciscans,40.1,15.43,Roccagloriosa,Italy,Campania,CAMPANIA - BASILICATA,1475,2011,1
Franciscans,40.33,15.9,Viggiano,Italy,Basilicata,CAMPANIA - BASILICATA,1478,2011,1
Franciscans,41.02,15.1,Sturno,Italy,Campania,CAMPANIA - BASILICATA,1478,2011,1
Franciscans,40.62,16.15,Tricarico,Italy,Basilicata,CAMPANIA - BASILICATA,1479,2011,1
Franciscans,40.9,15.42,calitri,Italy,Campania,CAMPANIA - BASILICATA,1480,2011,1
Franciscans,41.07,14.63,Montesarchio,Italy,Campania,CAMPANIA - BASILICATA,1480,2011,1
Franciscans,40.92,14.32,Afragola,Italy,Campania,CAMPANIA - BASILICATA,1480,2011,1
Franciscans,40.75,15.98,Oppido,Italy,Basilicata,CAMPANIA - BASILICATA,1482,2011,1
Franciscans,40.6,15.05,Valli Tecci,Italy,Campania,CAMPANIA - BASILICATA,1483,2011,1
Franciscans,40.07,15.52,Policastro,Italy,Basilicata,CAMPANIA - BASILICATA,1487,2011,1
Franciscans,40.63,15.8,Potenza,Italy,Basilicata,CAMPANIA - BASILICATA,1488,2011,1
Franciscans,40.6,15.05,Eboli,Italy,Campania,CAMPANIA - BASILICATA,1490,2011,1
Franciscans,41.17,14.35,caiazzo,Italy,Campania,CAMPANIA - BASILICATA,1496,2011,1
Franciscans,40.62,14.47,astuna,Italy,Campania,CAMPANIA - BASILICATA,1499,2011,1
Franciscans,40.85,15.85,Forenza,Italy,Basilicata,CAMPANIA - BASILICATA,1500,2011,1
Franciscans,41.03,14.55,arpaia,Italy,Campania,CAMPANIA - BASILICATA,1500,2011,1
Franciscans,40.62,15.37,buccino,Italy,Campania,CAMPANIA - BASILICATA,1500,2011,1
Franciscans,40.7,14.7,cava dei tirreni,Italy,Campania,CAMPANIA - BASILICATA,1500,2011,1
Franciscans,40.68,15.22,Oliveto Citra,Italy,Campania,CAMPANIA - BASILICATA,1500,2011,1
Franciscans,40.85,15.85,Montis Muri,Italy,Basilicata,CAMPANIA - BASILICATA,1502,2011,1
Franciscans,41.1,13.88,Mondragone,Italy,Campania,CAMPANIA - BASILICATA,1503,2011,1
Franciscans,41.05,15.8,Labelli,Italy,Basilicata,CAMPANIA - BASILICATA,1504,2011,1
Franciscans,41.1,13.88,Urseolo,Italy,Basilicata,CAMPANIA - BASILICATA,1506,2011,1
Franciscans,41.0,15.65,Laurenziana,Italy,Basilicata,CAMPANIA - BASILICATA,1506,2011,1
Franciscans,40.05,15.83,Lauria,Italy,Basilicata,CAMPANIA - BASILICATA,1506,2011,1
Franciscans,40.38,16.55,Pisticci,Italy,Basilicata,CAMPANIA - BASILICATA,1506,2011,1
Franciscans,40.23,16.05,S. Martino d'Agri,Italy,Basilicata,CAMPANIA - BASILICATA,1506,2011,1
Franciscans,40.52,15.5,Polla,Italy,Campania,CAMPANIA - BASILICATA,1506,2011,1
Franciscans,40.87,14.43,Somma Vesuviana,Italy,Campania,CAMPANIA - BASILICATA,1506,2011,1
Franciscans,40.63,14.53,Agerola,Italy,Campania,CAMPANIA - BASILICATA,1510,2011,1
Franciscans,40.57,15.67,Tito,Italy,Basilicata,CAMPANIA - BASILICATA,1514,2011,1
Franciscans,40.57,15.67,Monte Rivelli,Italy,Basilicata,CAMPANIA - BASILICATA,1515,2011,1
Franciscans,44.8,10.32,Parma (SM Annunziata),Italy,Emilia-Romagna,EMILIA-ROMAGNA,1211,2011,1
Franciscans,44.48,11.33,bologna,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1213,2011,1
Franciscans,44.07,12.32,Longiano,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1213,2011,1
Franciscans,44.05,12.57,Rimini,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1215,2011,1
Franciscans,43.98,12.43,Verucchio,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1220,2011,1
Franciscans,44.48,11.33,bologna (S. Paolo in Monte),Italy,Emilia-Romagna,EMILIA-ROMAGNA,1220,2011,1
Franciscans,44.63,10.92,Modena,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1221,2011,1
Franciscans,44.7,10.62,Reggio Emilia,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1221,2011,1
Franciscans,44.8,10.32,Parma,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1223,2011,1
Franciscans,44.45,11.72,cunio imolese,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1226,2011,1
Franciscans,44.82,11.62,Ferrara,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1227,2011,1
Franciscans,44.22,12.05,Forli,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1227,2011,1
Franciscans,44.42,12.2,Ravenna,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1228,2011,1
Franciscans,45.05,9.7,Piacenza,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1229,2011,1
Franciscans,44.28,11.87,Faenza,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1231,2011,1
Franciscans,44.42,10.65,Lugo,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1233,2011,1
Franciscans,44.48,11.33,Roncobonaldo,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1234,2011,1
Franciscans,44.87,9.37,corneto,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1236,2011,1
Franciscans,44.13,12.23,cesena,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1250,2011,1
Franciscans,44.17,11.08,costozza,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1253,2011,1
Franciscans,44.35,11.72,Imola,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1253,2011,1
Franciscans,44.35,11.62,Monte del Re,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1254,2011,1
Franciscans,43.85,12.67,Mondaino,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1256,2011,1
Franciscans,44.7,10.82,S. Agata,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1258,2011,1
Franciscans,44.4,11.97,bagnacavallo,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1271,2011,1
Franciscans,44.82,11.62,Ferrara,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1272,2011,1
Franciscans,44.77,10.87,carpi,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1277,2011,1
Franciscans,44.62,9.92,Ronchi,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1284,2011,1
Franciscans,44.77,9.38,bobbio,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1289,2011,1
Franciscans,44.67,9.65,Monticelli,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1291,2011,1
Franciscans,44.55,11.52,Riccardina,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1291,2011,1
Franciscans,44.52,11.17,confortino,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1294,2011,1
Franciscans,44.25,12.35,cervia,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1298,2011,1
Franciscans,44.05,12.45,S. Archangelo,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1298,2011,1
Franciscans,44.48,11.33,Pace,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1299,2011,1
Franciscans,44.27,11.6,Tossignano,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1321,2011,1
Franciscans,44.87,11.72,corregio,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1322,2011,1
Franciscans,44.13,12.1,Fratta ,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1328,2011,1
Franciscans,44.17,11.95,castrocaro,Italy,Emilia Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.2,10.8,Fanano,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.18,12.12,Forlimpopoli,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.48,11.33,Vergnana,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.15,12.13,bertinoro,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.85,10.07,borgo s donnino,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.55,11.27,calderara,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.32,12.0,corneto,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.5,11.12,crespellano,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.42,11.9,Lugo dei Paci,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.12,12.05,Meldola,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.88,11.07,Mirandola,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.38,11.33,Pianoro,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.63,11.17,S. Giovanni in Persiceto,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1343,2011,1
Franciscans,44.48,11.33,bologna,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1349,2011,1
Franciscans,44.2,12.4,cesenatico,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1372,2011,1
Franciscans,44.05,12.57,Rimini,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1389,2011,1
Franciscans,44.13,12.23,S. Maria in Monte,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1399,2011,1
Franciscans,45.07,9.97,S. Giuliano,Italy,Emilia-Romagna,EMILIA-ROMAGNA,1415,2011,1
Franciscans,44.58,11.05,castrofranco,Italy,Emilia Romagna,EMILIA-ROMAGNA,1419,2011,1
