Monastery,Latitude,Longitude,City,Country,Administrative Region,Historical Region,Starting,Ending,Monastery_index
Cistercians,47.13,15.28,Seckau,Austria,Steiermark,STYRIA (AUSTRIA),1130,1958,0
Cistercians,48.05,16.13,Vienne,Austria,Niederoesterreich,STYRIA (AUSTRIA),1135,2011,0
Cistercians,48.61,15.2,Sanct Pölten,Austria,Niederoesterreich,STYRIA (AUSTRIA),1138,2011,0
Cistercians,48.2,14.74,Linz,Austria,Oberoesterreich,STYRIA (AUSTRIA),1142,1784,0
Cistercians,48.32,14.17,Linz,Austria,Oberoesterreich,STYRIA (AUSTRIA),1146,1945,0
Cistercians,48.01,15.59,St.Pölten,Austria,Niederoesterreich,STYRIA (AUSTRIA),1202,1790,0
Cistercians,48.5,13.73,Linz,Austria,Oberoesterreich,STYRIA (AUSTRIA),1295,1925,0
Cistercians,47.66,15.57,Seckau,Austria,Steiermark,STYRIA (AUSTRIA),1327,1786,0
Cistercians,48.19,15.11,Sanhippolytensi,Austria,Niederoesterreich,STYRIA (AUSTRIA),1338,1798,0
Cistercians,47.93,14.12,Linz,Austria,Oberoesterreich,STYRIA (AUSTRIA),1355,2011,0
Cistercians,47.81,16.24,Wien,Austria,Niederoesterreich,STYRIA (AUSTRIA),1444,2011,0
Cistercians,46.58,14.26,Klagenfurt,Austria,Kaernten,TYROLE-TRENTINO-ALTO-ADIGE ,1142,1786,0
Cistercians,47.27,10.98,Innsbruck,Austria,Tirol,TYROLE-TRENTINO-ALTO-ADIGE ,1173,1946,0
Cistercians,50.36,4.33,Tournay,Belgium,Hainaut,REGION WALLONNE,1098,1794,0
Cistercians,49.63,5.34,Trèves,Belgium,Luxembourg ,REGION WALLONNE,1098,1927,0
Cistercians,49.78,5.06,Bouillon,Belgium,Luxembourg ,REGION WALLONNE,1132,1791,0
Cistercians,50.59,4.52,Namur,Belgium,Brabant Walloon,REGION WALLONNE,1146,1797,0
Cistercians,50.58,3.88,Cambrai,Belgium,Hainaut,REGION WALLONNE,1148,1796,0
Cistercians,50.69,5.8,Liège,Belgium,Liege,REGION WALLONNE,1180,1840,0
Cistercians,50.59,5.48,Liège,Belgium,Liege,REGION WALLONNE,1202,1797,0
Cistercians,50.31,4.86,Liége,Belgium,Namur ,REGION WALLONNE,1230,1787,0
Cistercians,50.41,5.01,Namur,Belgium,Namur ,REGION WALLONNE,1231,1796,0
Cistercians,50.45,5.85,Namur,Belgium,Namur ,REGION WALLONNE,1430,1793,0
Cistercians,50.66,4.31,Malines,Belgium,Brabant Walloon,REGION WALLONNE,1441,1783,0
Cistercians,50.41,5.01,Namur,Belgium,Namur ,REGION WALLONNE,1461,1794,0
Cistercians,50.31,4.86,Liége,Belgium,Namur ,REGION WALLONNE,1464,1887,0
Cistercians,51.28,3.21,Brugensi,Belgium,West-Vlaanderen,VLAAMS GEWEST,1106,1624,0
Cistercians,51.1,2.63,Iprivensi,Belgium,West-Vlaanderen,VLAAMS GEWEST,1107,1796,0
Cistercians,51.18,3.99,Tournai,Belgium,Oost-Vlaanderen,VLAAMS GEWEST,1199,1797,0
Cistercians,51.13,4.33,Anvers,Belgium,Antwerpen,VLAAMS GEWEST,1237,1796,0
Cistercians,51.41,5.15,S. Bernardus,Belgium,West-Vlaanderen,VLAAMS GEWEST,1243,1789,0
Cistercians,51.18,3.99,Tournai,Belgium,Oost-Vlaanderen,VLAAMS GEWEST,1446,2011,0
Cistercians,49.1,17.39,Olmutz,Czech Republic,Střední Morava,EASTERN CZECH REPUBLIC,1205,1784,0
Cistercians,49.58,15.93,Olomouc,Czech Republic,Jihovýchod,EASTERN CZECH REPUBLIC,1252,1784,0
Cistercians,49.21,17.85,Otomouc,Czech Republic,Střední Morava,EASTERN CZECH REPUBLIC,1262,1482,0
Cistercians,49.97,14.39,Praha,Czech Republic,Jihovýchod,EASTERN CZECH REPUBLIC,1292,1785,0
Cistercians,49.96,15.29,Praha,Czech Republic,Střední Čechy,WESTERN CZECH REPUBLIC,1143,1784,0
Cistercians,49.5,13.57,Praha,Czech Republic,Jihozápad,WESTERN CZECH REPUBLIC,1145,1420,0
Cistercians,49.93,13.39,Praha,Czech Republic,Jihozápad,WESTERN CZECH REPUBLIC,1145,1785,0
Cistercians,50.23,16.04,Praha,Czech Republic,Střední Čechy,EASTERN CZECH REPUBLIC,1157,1420,0
Cistercians,50.52,14.94,Klášter Hradiště,Czech Republic,Střední Čechy,WESTERN CZECH REPUBLIC,1177,1420,0
Cistercians,50.62,13.69,Leitmeritz,Czech Republic,Severozápad,WESTERN CZECH REPUBLIC,1194,1991,0
Cistercians,48.6,14.3,Budweis,Czech Republic,Jihozápad,WESTERN CZECH REPUBLIC,1259,2011,0
Cistercians,48.85,14.36,Bodovice,Czech Republic,Jihozápad,WESTERN CZECH REPUBLIC,1263,1785,0
Cistercians,50.02,14.98,Praha,Czech Republic,Praha,WESTERN CZECH REPUBLIC,1357,1783,0
Cistercians,46.24,6.64,Annecy,France,Rhône-Alpes ,EASTERN FRANCE,1098,1791,0
Cistercians,46.72,5.85,Saint-Claude,France,Franche-Comte,EASTERN FRANCE,1107,1791,0
Cistercians,46.78,6.27,Chézery-Mont-Sainte-Marie,France,Rhône-Alpes ,EASTERN FRANCE,1119,1791,0
Cistercians,45.45,5.15,Vienne,France,Rhône-Alpes ,EASTERN FRANCE,1119,1791,0
Cistercians,47.4,6.12,Besançon,France,Franche-Comte,EASTERN FRANCE,1120,1830,0
Cistercians,44.72,4.08,Viviers,France,Rhône-Alpes ,EASTERN FRANCE,1120,1791,0
Cistercians,45.75,5.83,Chambéry,France,Rhône-Alpes ,EASTERN FRANCE,1121,1790,0
Cistercians,47.42,7.24,Bâte,France,Alsace,EASTERN FRANCE,1124,1792,0
Cistercians,49.16,4.95,Verdun,France,Lorraine,EASTERN FRANCE,1128,1790,0
Cistercians,48.98,5.78,Metz,France,Lorraine,EASTERN FRANCE,1128,1810,0
Cistercians,48.84,7.68,Strasbourg,France,Alsace,EASTERN FRANCE,1131,1791,0
Cistercians,47.78,5.82,Besançon,France,Franche-Comte,EASTERN FRANCE,1131,1790,0
Cistercians,47.54,5.52,Besançon,France,Franche-Comte,EASTERN FRANCE,1131,1791,0
Cistercians,46.95,5.65,Saint-Claude,France,Franche-Comte,EASTERN FRANCE,1132,1791,0
Cistercians,46.54,3.7,Autun,France,Rhône-Alpes ,EASTERN FRANCE,1132,1845,0
Cistercians,47.69,6.36,Besançon,France,Franche-Comte,EASTERN FRANCE,1133,1791,0
Cistercians,47.51,5.93,Besançon,France,Franche-Comte,EASTERN FRANCE,1133,1791,0
Cistercians,48.58,5.43,Toul,France,Lorraine,EASTERN FRANCE,1133,1791,0
Cistercians,49.23,6.36,Metz,France,Lorraine,EASTERN FRANCE,1133,1790,0
Cistercians,45.89,5.58,Belley,France,Rhône-Alpes ,EASTERN FRANCE,1133,2011,0
Cistercians,47.48,6.56,Besançon,France,Franche-Comte,EASTERN FRANCE,1134,1791,0
Cistercians,45.68,6.3,Chambéry,France,Rhône-Alpes ,EASTERN FRANCE,1134,1861,0
Cistercians,48.55,6.53,Nancy,France,Lorraine,EASTERN FRANCE,1135,1790,0
Cistercians,47.26,5.65,Saint-Claude,France,Franche-Comte,EASTERN FRANCE,1136,1873,0
Cistercians,44.91,5.19,Die,France,Rhône-Alpes ,EASTERN FRANCE,1137,1791,0
Cistercians,44.46,4.84,Valence,France,Rhône-Alpes ,EASTERN FRANCE,1137,1816,0
Cistercians,46.15,4.04,Lyon,France,Rhône-Alpes ,EASTERN FRANCE,1138,1791,0
Cistercians,48.12,7.14,Strasbourg,France,Alsace,EASTERN FRANCE,1139,1792,0
Cistercians,47.24,6.34,Besanon,France,Franche-Comte,EASTERN FRANCE,1139,1921,0
Cistercians,48.58,6.92,Nancy,France,Lorraine,EASTERN FRANCE,1140,1791,0
Cistercians,48.89,5.12,Nancy,France,Lorraine,EASTERN FRANCE,1140,1791,0
Cistercians,46.22,5.86,Belley,France,Rhône-Alpes ,EASTERN FRANCE,1140,1791,0
Cistercians,49.05,7.58,Metz,France,Lorraine,EASTERN FRANCE,1143,1790,0
Cistercians,49.16,5.38,Verdun,France,Lorraine,EASTERN FRANCE,1144,1791,0
Cistercians,48.37,7.4,Argentinensi,France,Alsace,EASTERN FRANCE,1148,1530,0
Cistercians,47.1,5.96,Besançon,France,Franche-Comte,EASTERN FRANCE,1148,1536,0
Cistercians,48.65,6.11,Nancy,France,Lorraine,EASTERN FRANCE,1151,1791,0
Cistercians,44.63,4.05,Viviers,France,Rhône-Alpes ,EASTERN FRANCE,1152,1791,0
Cistercians,49.38,5.58,Verdun,France,Lorraine,EASTERN FRANCE,1153,1791,0
Cistercians,45.96,5.18,Lyon,France,Rhône-Alpes ,EASTERN FRANCE,1162,1791,0
Cistercians,45.42,4.39,Lyon,France,Rhône-Alpes ,EASTERN FRANCE,1184,1791,0
Cistercians,45.78,6.35,Clermont,France,Rhône-Alpes ,EASTERN FRANCE,1184,1413,0
Cistercians,44.74,5.43,Die,France,Rhône-Alpes ,EASTERN FRANCE,1188,1791,0
Cistercians,49.12,6.17,Metz,France,Lorraine,EASTERN FRANCE,1323,1740,0
Cistercians,49.28,6.49,Metz,France,Lorraine,EASTERN FRANCE,1470,1790,0
Cistercians,48.44,3.11,Meaux,France,Ile-de-France ,ILE DE FRANCE,1118,1791,0
Cistercians,48.68,1.93,Paris,France,Ile-de-France ,ILE DE FRANCE,1118,1790,0
Cistercians,48.64,3.2,Sens,France,Ile-de-France ,ILE DE FRANCE,1124,1791,0
Cistercians,49.07,2.22,Paris,France,Ile-de-France ,ILE DE FRANCE,1136,1791,0
Cistercians,48.46,2.77,Sens,France,Ile-de-France ,ILE DE FRANCE,1148,1791,0
Cistercians,48.16,2.75,Souppes-sur-Loing,France,Ile-de-France ,ILE DE FRANCE,1181,1791,0
Cistercians,49.14,2.38,Beauvais,France,Ile-de-France ,ILE DE FRANCE,1228,1791,0
Cistercians,48.84,2.35,Paris,France,Ile-de-France ,ILE DE FRANCE,1244,1791,0
Cistercians,43.12,2.89,Narbonne,France,Languedoc-Roussillon ,MEDITERREAN FR,1098,1791,0
Cistercians,43.46,6.26,Fréjus,France,Provence-Alpes-Côte-d'Azur ,MEDITERREAN FR,1136,1791,0
Cistercians,43.64,4.34,Nîmes,France,Languedoc-Roussillon ,MEDITERREAN FR,1143,1791,0
Cistercians,43.71,5.32,Aix,France,Provence-Alpes-Côte-d'Azur ,MEDITERREAN FR,1147,1443,0
Cistercians,43.92,5.18,Avignon,France,Provence-Alpes-Côte-d'Azur ,MEDITERREAN FR,1148,1791,0
Cistercians,43.3,2.16,Carcassonne,France,Languedoc-Roussillon ,MEDITERREAN FR,1150,1791,0
Cistercians,43.48,3.56,Agde,France,Languedoc-Roussillon ,MEDITERREAN FR,1155,1790,0
Cistercians,42.68,2.26,Du Jau,France,Languedoc-Roussillon ,MEDITERREAN FR,1162,1700,0
Cistercians,43.54,4.34,Aix,France,Provence-Alpes-Côte-d'Azur ,MEDITERREAN FR,1173,1321,0
Cistercians,43.95,5.61,Apt,France,Provence-Alpes-Côte-d'Azur ,MEDITERREAN FR,1188,1791,0
Cistercians,42.49,3.04,Perpignan,France,Languedoc-Roussillon ,MEDITERREAN FR,1242,1791,0
Cistercians,43.68,3.58,Aniane,France,Languedoc-Roussillon ,MEDITERREAN FR,1433,1796,0
Cistercians,48.45,4.64,Troyes,France,Champagne-Ardenne ,NORTHERN FRANCE,1098,1791,0
Cistercians,47.92,4.91,Langres,France,Champagne-Ardenne ,NORTHERN FRANCE,1102,1791,0
Cistercians,48.5,-1.02,Avranches,France,Basse-Normandie,NORTHERN FRANCE,1112,1791,0
Cistercians,48.03,5.66,Langres,France,Champagne-Ardenne ,NORTHERN FRANCE,1115,1791,0
Cistercians,48.14,4.78,Langres,France,Champagne-Ardenne ,NORTHERN FRANCE,1115,1791,0
Cistercians,48.71,4.94,Chalon,France,Champagne-Ardenne ,NORTHERN FRANCE,1118,1790,0
Cistercians,47.55,0.12,Angers,France,Pays de la Loire,NORTHERN FRANCE,1119,1791,0
Cistercians,48.2,5.31,Langres,France,Champagne-Ardenne ,NORTHERN FRANCE,1121,1791,0
Cistercians,47.42,0.02,Angers,France,Pays de la Loire ,NORTHERN FRANCE,1121,1791,0
Cistercians,49.89,3.97,Laon,France,Picardie,NORTHERN FRANCE,1121,1791,0
Cistercians,49.64,1.49,Vexin,France,Haute-Normandie,NORTHERN FRANCE,1127,1791,0
Cistercians,49.21,3.68,Reims,France,Champagne-Ardenne ,NORTHERN FRANCE,1128,1929,0
Cistercians,49.53,2.97,Noyon,France,Picardie,NORTHERN FRANCE,1129,1792,0
Cistercians,49.36,1.48,Rouen,France,Basse-Normandie,NORTHERN FRANCE,1130,1791,0
Cistercians,48.63,-3.29,Tréguier,France,Bretagne,NORTHERN FRANCE,1130,1790,0
Cistercians,49.01,-0.65,Lisieux,France,Basse-Normandie,NORTHERN FRANCE,1131,1791,0
Cistercians,48.44,-3.82,Saint-Pol-de-Léon,France,Bretagne,NORTHERN FRANCE,1132,1791,0
Cistercians,50.07,3.22,Cambrai,France,Nord-Pas-de-Calais ,NORTHERN FRANCE,1132,1790,0
Cistercians,49.27,3.22,Soissons,France,Picardie,NORTHERN FRANCE,1132,1791,0
Cistercians,48.89,4.87,Châlons,France,Champagne-Ardenne ,NORTHERN FRANCE,1134,1791,0
Cistercians,47.55,0.12,Angers,France,Pays de la Loire ,NORTHERN FRANCE,1134,1791,0
Cistercians,49.45,3.74,Laon,France,Picardie,NORTHERN FRANCE,1134,1790,0
Cistercians,49.7,4.42,Reims,France,Champagne-Ardenne ,NORTHERN FRANCE,1135,1791,0
Cistercians,49.43,2.08,Beauvais,France,Picardie,NORTHERN FRANCE,1135,1791,0
Cistercians,50.54,1.73,Arras,France,Nord-Pas-de-Calais ,NORTHERN FRANCE,1135,1791,0
Cistercians,47.2,-1.82,Nantes,France,Pays de la Loire ,NORTHERN FRANCE,1135,1791,0
Cistercians,48.1,-3.43,Quimper,France,Bretagne,NORTHERN FRANCE,1136,1791,0
Cistercians,48.64,4.78,Châlons,France,Champagne-Ardenne ,NORTHERN FRANCE,1136,1791,0
Cistercians,48.8,1.35,Évreux,France,Haute-Normandie,NORTHERN FRANCE,1137,1791,0
Cistercians,48.52,-1.68,Rennes,France,Bretagne,NORTHERN FRANCE,1137,1791,0
Cistercians,48.33,-2.45,Saint-Brieuc,France,Bretagne,NORTHERN FRANCE,1137,1973,0
Cistercians,47.78,5.06,Langres,France,Champagne-Ardenne ,NORTHERN FRANCE,1137,1791,0
Cistercians,49.14,2.68,Senlis,France,Picardie,NORTHERN FRANCE,1137,1791,0
Cistercians,49.96,2.1,Amiens,France,Picardie,NORTHERN FRANCE,1137,1790,0
Cistercians,47.8,-2.93,Vannes,France,Bretagne,NORTHERN FRANCE,1138,1791,0
Cistercians,48.49,-2.39,Saint-Brieuc,France,Bretagne,NORTHERN FRANCE,1138,1830,0
Cistercians,48.74,4.9,Châlons,France,Champagne-Ardenne ,NORTHERN FRANCE,1138,1791,0
Cistercians,50.34,1.81,Amiens,France,Picardie,NORTHERN FRANCE,1138,1791,0
Cistercians,49.02,-0.34,Bayeux,France,Basse-Normandie,NORTHERN FRANCE,1140,1791,0
Cistercians,48.27,4.25,Troyes,France,Champagne-Ardenne ,NORTHERN FRANCE,1140,1791,0
Cistercians,50.76,2.3,Saint Omer,France,Nord-Pas-de-Calais,NORTHERN FRANCE,1140,1791,0
Cistercians,50.26,2.3,Amiens,France,Nord-Pas-de-Calais ,NORTHERN FRANCE,1141,1791,0
Cistercians,49.91,3.57,Laon,France,Picardie,NORTHERN FRANCE,1141,1791,0
Cistercians,49.38,2.26,Beauvais,France,Picardie,NORTHERN FRANCE,1141,1791,0
Cistercians,48.37,-3.12,Quimper,France,Bretagne,NORTHERN FRANCE,1142,1791,0
Cistercians,48.83,3.72,Châlons,France,Champagne-Ardenne ,NORTHERN FRANCE,1142,1791,0
Cistercians,48.99,1.04,Èvreux,France,Haute-Normandie,NORTHERN FRANCE,1145,1791,0
Cistercians,48.76,1.3,Èvreux,France,Haute-Normandie,NORTHERN FRANCE,1145,1684,0
Cistercians,47.54,-1.37,Nantes,France,Pays de la Loire ,NORTHERN FRANCE,1145,1794,0
Cistercians,48.39,0.26,Mans,France,Pays de la Loire ,NORTHERN FRANCE,1145,1791,0
Cistercians,46.58,-1.11,Vendée,France,Pays de la Loire,NORTHERN FRANCE,1145,1790,0
Cistercians,49.84,1.56,Rouen,France,Haute-Normandie,NORTHERN FRANCE,1147,1791,0
Cistercians,48.63,0.57,Sées,France,Basse-Normandie,NORTHERN FRANCE,1147,1814,0
Cistercians,48.5,-1.02,Countances,France,Basse-Normandie,NORTHERN FRANCE,1147,1791,0
Cistercians,48.85,-0.1,Séez,France,Basse-Normandie,NORTHERN FRANCE,1147,1791,0
Cistercians,49.16,0.09,Bayeux,France,Basse-Normandie,NORTHERN FRANCE,1147,1791,0
Cistercians,49.28,4.97,Reims,France,Champagne-Ardenne ,NORTHERN FRANCE,1147,1791,0
Cistercians,47.55,-0.31,Angers,France,Pays de la Loire,NORTHERN FRANCE,1147,1791,0
Cistercians,49.59,1.91,Beauvais,France,Picardie,NORTHERN FRANCE,1147,1791,0
Cistercians,49.66,4.75,Reims,France,Champagne-Ardenne,NORTHERN FRANCE,1148,1791,0
Cistercians,50.61,2.99,Cambrai,France,Nord-Pas-de-Calais ,NORTHERN FRANCE,1149,1791,0
Cistercians,48.21,0.34,Mans,France,Pays de la Loire,NORTHERN FRANCE,1149,1791,0
Cistercians,49.57,4.08,Reims,France,Champagne-Ardenne ,NORTHERN FRANCE,1150,1791,0
Cistercians,48.09,-0.93,Laval,France,Pays de la Loire,NORTHERN FRANCE,1152,1791,0
Cistercians,47.87,-0.44,Mans,France,Pays de la Loire,NORTHERN FRANCE,1152,1686,0
Cistercians,48.07,4.4,Troyes,France,Champagne-Ardenne ,NORTHERN FRANCE,1153,1791,0
Cistercians,49.53,0.5,Rouen,France,Haute-Normandie,NORTHERN FRANCE,1157,1791,0
Cistercians,48.92,3.84,Châlons,France,Champagne-Ardenne ,NORTHERN FRANCE,1167,1791,0
Cistercians,48.53,3.68,Troyes,France,Champagne-Ardenne ,NORTHERN FRANCE,1168,1791,0
Cistercians,47.86,5.74,Vaux-la-Douce,France,Champagne-Ardenne,NORTHERN FRANCE,1168,1791,0
Cistercians,47.82,5.56,Langres,France,Champagne-Ardenne ,NORTHERN FRANCE,1170,1790,0
Cistercians,47.8,-3.52,Quimper,France,Bretagne,NORTHERN FRANCE,1171,1791,0
Cistercians,48.21,-3.12,Quinper,France,Bretagne,NORTHERN FRANCE,1172,1790,0
Cistercians,46.69,-2.37,Lucionensi,France,Pays de la Loire,NORTHERN FRANCE,1172,1791,0
Cistercians,48.13,-0.08,Mans,France,Pays de la Loire,NORTHERN FRANCE,1188,1791,0
Cistercians,49.3,1.13,Évreux,France,Haute-Normandie,NORTHERN FRANCE,1191,1791,0
Cistercians,46.52,-1.54,Vendée,France,Pays de la Loire,NORTHERN FRANCE,1201,1791,0
Cistercians,47.12,-1.53,Nantes,France,Pays de la Loire,NORTHERN FRANCE,1202,1791,0
Cistercians,48.27,-0.67,Mans,France,Pays de la Loire,NORTHERN FRANCE,1204,1791,0
Cistercians,47.99,0.24,Mans,France,Pays de la Loire,NORTHERN FRANCE,1229,1790,0
Cistercians,47.52,-2.48,Vannes,France,Bretagne,NORTHERN FRANCE,1252,1791,0
Cistercians,49.03,-0.97,Bayeux,France,Basse-Normandie,NORTHERN FRANCE,1308,1791,0
Cistercians,48.52,4.3,Liége,France,Champagne-Ardenne ,NORTHERN FRANCE,1430,1793,0
Cistercians,46.34,2.08,Limoges,France,Limousin,PARIS BASIN,1098,1791,0
Cistercians,47.12,5.09,Dijon,France,Bourgogne,PARIS BASIN,1098,1898,0
Cistercians,46.67,4.81,Chalon-sur-Saône,France,Bourgogne,PARIS BASIN,1113,1791,0
Cistercians,47.9,3.71,Auxerre,France,Bourgogne,PARIS BASIN,1114,1791,0
Cistercians,47.0,1.48,Bourges,France,Centre,PARIS BASIN,1115,1791,0
Cistercians,46.08,2.3,Limoges,France,Limousin,PARIS BASIN,1117,1791,0
Cistercians,47.29,3.29,Auxerre,France,Bourgogne,PARIS BASIN,1119,1791,0
Cistercians,47.63,4.38,Autun,France,Bourgogne,PARIS BASIN,1119,1791,0
Cistercians,48.0,2.19,Orléans,France,Centre,PARIS BASIN,1119,1791,0
Cistercians,47.87,1.37,Blois,France,Centre,PARIS BASIN,1121,1791,0
Cistercians,47.84,2.96,Sens,France,Centre,PARIS BASIN,1124,1791,0
Cistercians,47.64,3.72,Sens,France,Bourgogne,PARIS BASIN,1128,1790,0
Cistercians,48.26,3.53,Sens,France,Bourgogne,PARIS BASIN,1129,1791,0
Cistercians,47.31,2.41,Bourges,France,Centre,PARIS BASIN,1129,1791,0
Cistercians,47.21,4.72,Autun,France,Bourgogne,PARIS BASIN,1131,1791,0
Cistercians,46.54,5.3,Autun,France,Bourgogne,PARIS BASIN,1131,1613,0
Cistercians,47.94,3.14,Sens,France,Bourgogne,PARIS BASIN,1131,1791,0
Cistercians,46.94,4.88,Chalon-sur-Saône,France,Bourgogne,PARIS BASIN,1132,1927,0
Cistercians,47.86,4.1,Langres,France,Bourgogne,PARIS BASIN,1133,1791,0
Cistercians,45.17,1.67,Limoges,France,Limousin,PARIS BASIN,1134,1791,0
Cistercians,46.74,2.46,Bourges,France,Centre,PARIS BASIN,1136,1791,0
Cistercians,47.46,2.92,Auxerre,France,Bourgogne,PARIS BASIN,1137,1791,0
Cistercians,47.16,1.6,Bourges,France,Centre,PARIS BASIN,1138,1791,0
Cistercians,47.23,2.92,Bourges,France,Centre,PARIS BASIN,1138,1791,0
Cistercians,46.9,2.13,Bourges,France,Centre,PARIS BASIN,1145,1791,0
Cistercians,47.27,1.8,Bourges,France,Centre,PARIS BASIN,1145,1791,0
Cistercians,46.43,1.22,Limoges,France,Centre,PARIS BASIN,1146,1791,0
Cistercians,47.51,0.9,Tours,France,Centre,PARIS BASIN,1147,1791,0
Cistercians,45.57,2.36,Limoges,France,Limousin,PARIS BASIN,1147,1791,0
Cistercians,45.2,2.16,"Tulle, Auriac",France,Limousin,PARIS BASIN,1147,1791,0
Cistercians,46.58,1.86,Bourges,France,Centre,PARIS BASIN,1148,1791,0
Cistercians,47.08,2.38,Cher,France,Centre,PARIS BASIN,1149,1790,0
Cistercians,46.51,2.28,Bourges,France,Centre,PARIS BASIN,1149,1791,0
Cistercians,46.39,1.76,Limoges,France,Limousin,PARIS BASIN,1149,1791,0
Cistercians,47.06,1.16,Tours,France,Centre,PARIS BASIN,1153,1791,0
Cistercians,46.39,1.5,Saint-Sébastien,France,Limousin,PARIS BASIN,1162,1791,0
Cistercians,45.9,1.06,Limoges,France,Limousin,PARIS BASIN,1162,1791,0
Cistercians,45.99,1.76,Limoges,France,Limousin,PARIS BASIN,1162,1791,0
Cistercians,47.12,4.87,Dijon,France,Bourgogne,PARIS BASIN,1180,2011,0
Cistercians,47.6,0.45,Tours,France,Centre,PARIS BASIN,1240,1791,0
Cistercians,47.79,4.09,Lézinnes,France,Bourgogne,PARIS BASIN,1432,1791,0
Cistercians,47.54,3.93,Autun,France,Bourgogne,PARIS BASIN,1460,1791,0
Cistercians,45.94,3.52,Clermont,France,Auvergne,SOUTH-EASTERN FRANCE,1126,1791,0
Cistercians,46.15,2.69,Clermont,France,Auvergne,SOUTH-EASTERN FRANCE,1137,1791,0
Cistercians,45.32,2.77,Saint-Flour,France,Auvergne,SOUTH-EASTERN FRANCE,1173,1791,0
Cistercians,43.85,1.13,Toulose,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1114,1791,0
Cistercians,44.33,1.93,Rodez,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1124,1791,0
Cistercians,43.22,1.68,Toulose,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1130,1791,0
Cistercians,44.11,1.46,Montauban,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1130,1791,0
Cistercians,43.83,2.95,Rodez,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1136,1768,0
Cistercians,43.48,0.4,Auch,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1137,1791,0
Cistercians,43.14,0.87,Comminges,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1137,1791,0
Cistercians,43.11,0.26,Tarbes,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1137,1790,0
Cistercians,43.99,1.12,Montauban,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1143,1791,0
Cistercians,43.62,0.86,Auch,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1143,1791,0
Cistercians,44.21,1.85,Rodez,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1144,1791,0
Cistercians,43.54,2.34,Castres,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1147,1791,0
Cistercians,43.25,1.47,Toulose,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1148,1790,0
Cistercians,44.17,1.41,Cahors,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1150,1791,0
Cistercians,43.88,0.57,Auch,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1150,1791,0
Cistercians,43.41,1.35,Toulose,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1150,1791,0
Cistercians,43.88,0.37,Auch,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1151,1791,0
Cistercians,43.79,1.98,Albi,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1152,1791,0
Cistercians,44.56,2.79,Rodez,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1161,1875,0
Cistercians,44.24,2.55,Rodez,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1166,1791,0
Cistercians,43.35,1.13,Toulouse,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1169,1791,0
Cistercians,43.26,0.65,Comminges,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1180,1790,0
Cistercians,44.7,1.3,Cahors,France,Midi-Pyrenees,SOUTH-WESTERN FRANCE,1261,1791,0
Cistercians,44.81,0.87,Sarlat,France,Aquitane,WESTERN FRANCE,1115,1791,0
Cistercians,46.65,0.7,Poitiers,France,Poitou-Charentes ,WESTERN FRANCE,1117,1791,0
Cistercians,46.56,0.17,Poitiers,France,Poitou-Charentes ,WESTERN FRANCE,1120,1791,0
Cistercians,44.51,0.53,Agen,France,Aquitane,WESTERN FRANCE,1123,1791,0
Cistercians,46.48,0.23,Poitiers,France,Poitou-Charentes ,WESTERN FRANCE,1124,1791,0
Cistercians,44.96,-0.12,Bordeaux,France,Aquitane,WESTERN FRANCE,1137,1790,0
Cistercians,44.89,-0.49,Bordeaux,France,Aquitane,WESTERN FRANCE,1141,1791,0
Cistercians,45.42,0.73,Périgueux,France,Aquitane,WESTERN FRANCE,1145,1791,0
Cistercians,44.39,-0.07,Bazas,France,Aquitane,WESTERN FRANCE,1147,1791,0
Cistercians,44.34,0.56,Agen,France,Aquitane,WESTERN FRANCE,1151,1791,0
Cistercians,43.58,-0.51,Aire,France,Aquitane,WESTERN FRANCE,1151,1791,0
Cistercians,45.65,-0.37,Saintes,France,Poitou-Charentes ,WESTERN FRANCE,1151,1791,0
Cistercians,46.76,0.83,Poitiers,France,Poitou-Charentes ,WESTERN FRANCE,1151,1791,0
Cistercians,46.41,-1.08,Poitiers,France,Poitou-Charentes,WESTERN FRANCE,1152,1791,0
Cistercians,45.48,0.86,Périgueux,France,Aquitane,WESTERN FRANCE,1153,1793,0
